id,predicted_price
2591820310,411459.1
7974200820,846780.2
7701450110,1190354.2
9522300010,2066399.8
9510861140,688133.1
1761300310,238332.64
7732410120,755244.9
7010701383,617039.7
291310170,458490.9
4232901990,592659.75
6840701125,657144.94
3971700580,463582.34
4202400078,254741.5
6064800090,369482.53
2626119028,204318.44
3303980660,978851.3
862000020,747049.9
2386000070,929905.94
1138000450,357658.72
1775800420,431169.3
2291401425,449763.53
2025770560,896001.94
3525069037,776010.06
9324800450,550846.6
8080400136,527323.5
8651540040,552221.56
9407001790,243508.72
1773101530,211074.19
9432900250,331688.97
1794500695,672169.44
2220069003,346217.25
923000120,490978.4
5728000060,566467.7
16000200,245568.42
1926059094,447861.84
6672900220,982859.56
3629860060,827024.1
1822069109,347132.06
6675500105,348390.34
249000180,1900416.9
226059065,458162.66
396100110,255465.77
9264450460,318699.34
7853361210,342844.16
9474700020,279032.8
421000455,219072.17
3755200220,402824.44
7960100075,506802.94
9477100490,394057.8
9138100350,741333.1
1624049275,441563.88
2770606890,496136.7
1157200189,435105.88
2770601800,485507.34
9301300805,533801.06
2325069032,1069499.1
1021079099,315764.16
7215730040,730352.3
1853200080,463389.62
3224600340,664263.06
3222049120,356104.0
2113700025,331483.75
7893207925,215403.2
3586501085,517860.0
8024200010,360206.5
7116500705,177349.98
1598600209,286846.16
7204200025,776829.75
4206901505,615390.7
2937300440,920916.44
7205000180,317917.97
8718500665,371154.4
5318101765,968807.3
4122700020,955045.25
8078700020,488355.8
3303980680,844511.56
8924100372,1156848.9
2781270210,214420.84
519000043,537729.7
3225069301,1199519.8
151000075,756916.25
2297400020,449409.38
6617500085,635269.3
104510180,237153.88
3528900060,971094.9
3345100286,507848.5
1226039130,452926.8
8712100720,775502.56
3037200010,410742.03
3626039268,384645.78
104510230,257643.58
5112800060,396405.28
6072400280,600049.75
5317100570,1249223.5
9528102993,565972.56
2919201095,513521.8
6181400920,260565.53
185000161,221579.52
8691400010,832228.56
3345700165,557920.0
6151800486,245811.64
4340000080,1351932.5
4136960010,499277.44
3634100030,322423.8
1624059224,990603.2
2788400090,229768.39
9828200762,404118.47
7524400250,452227.2
3528000290,745460.0
5700003630,1953866.0
2720069019,322107.25
7227501170,217865.22
2397101270,649417.7
6792100090,733492.6
2770602265,495121.4
3971700937,231541.12
422049203,225276.56
3076500830,284399.0
1423400260,304683.56
9161100795,487965.7
3126049052,513032.3
5100401468,388018.4
514500235,460625.28
1423200170,207383.06
1402100070,358898.7
624110020,691598.4
2407000145,200006.47
1890000225,860060.9
1320069271,349672.53
5490700085,310271.28
263000155,441294.88
3726800201,432840.75
5153200358,292718.56
2725079018,796235.25
7165700200,254766.05
9429000170,600836.0
8718500075,394984.5
1760650950,316856.47
1068000559,1310043.0
4113800500,603365.4
4077800507,537249.44
2725069150,762494.25
4008400035,648672.44
7016310270,422583.4
1432701230,211714.08
3278606050,373705.97
2473350710,344261.2
2185000685,179741.3
7792000025,364619.72
6868200029,469054.97
624069003,752517.1
7431500280,950295.44
3296000040,553004.7
1118001215,1519386.8
6453900040,669167.8
333100209,743657.8
34001765,580823.75
8946700100,350247.6
5561401210,643558.75
6671900095,352933.03
3275850020,743991.25
3876300600,426176.5
1450900020,245757.73
8562780280,340210.2
7663700973,328720.7
2126049032,354739.7
1823059159,181265.44
3438503426,294459.8
9297301495,567086.06
7140700850,398091.12
7942601805,703913.9
2555900030,401457.22
2887970040,307378.8
7419700010,642129.06
2239000011,353661.47
9283800050,305322.6
9407001340,269562.06
217500140,505881.12
7212660520,263760.97
3298201170,352545.16
3057000400,271787.2
6865200444,462337.28
6071600340,484673.25
6821600005,748879.56
1235100371,727365.44
7796450340,336917.16
3603000410,168107.97
9297300255,485452.72
9126100850,530488.1
2770601462,497256.97
2599001500,199578.52
1102000095,599233.1
1853080640,994950.8
9551201585,990914.06
3438500796,376781.06
7518504291,556450.25
9269200340,475335.97
715010130,1810183.5
1982201485,588560.44
9526500080,371916.9
9277200180,488346.97
6669150280,298334.56
8917100153,638377.0
3760500516,918409.8
2725069050,972259.7
3332000091,371074.4
8562770080,628588.94
8151601190,292386.28
8563040160,579201.94
240000269,638014.9
4307350200,316180.6
1311910300,269264.0
3574900030,536638.0
7853230570,429673.1
320069049,368819.25
9839301060,660075.0
7011201333,663871.06
2781320100,289642.88
3421069120,415553.22
7852030320,500421.5
5316101075,2247023.2
5309100750,504080.94
629000730,693640.7
511700170,305545.44
1562100030,585055.0
2489200230,697122.3
524069116,492588.94
5315100737,959802.3
1868900675,830304.56
1608000120,327707.47
705700240,341885.56
7575600610,282000.4
1778500015,673707.75
5423500240,172926.2
6713700025,346724.44
2734100734,278042.0
301402280,229399.25
2113700205,276875.62
4114601570,3137731.8
3332000615,293738.16
3630050180,350462.44
6852700520,578486.5
6870310010,642763.25
6163900981,305630.84
393000142,381027.28
1771100130,344159.78
1442860160,401374.9
9191200435,600975.25
6788200800,1037142.8
1115300070,746577.7
3176600105,746128.56
2770604665,597089.4
5469500580,440107.56
5680000545,446303.88
3424089119,610564.4
1328300180,323621.84
1773100922,325676.72
4123830480,330454.47
9808610190,1131393.0
4250200140,260879.81
4217402115,4212711.5
3831250350,374555.88
2397101055,926441.4
6817850110,904969.1
7526800200,598829.25
7853370100,661918.2
2523089025,926753.3
9476200680,286061.28
5714200140,415678.1
3575304895,500429.16
263000018,397184.03
8080400177,507093.03
6450304130,350983.88
514500090,602370.7
9477000300,399523.47
853600310,1442642.5
1951600240,195307.73
1099900120,321754.47
5323100120,526367.4
1223089016,400834.78
522059172,232498.36
1930300190,714533.3
9542840410,287629.88
8665050530,497275.94
5592900205,401290.3
5450300010,616704.94
2459960030,357813.94
3331500455,554511.4
3432500705,412056.38
3702900165,315114.06
5249803550,542124.5
626049058,437100.94
1788900380,226848.2
8075400360,226441.84
9113200250,804428.75
2738640040,692227.2
7821200307,477833.03
3530440140,266660.75
3582700130,455259.25
9276200569,702656.94
7197800020,642197.06
686200490,550968.5
3501600100,391175.47
6383000690,580459.44
7604400150,344469.4
5249801411,777513.1
2607720420,465900.8
9561100010,386775.94
1796370590,249340.69
4077800593,370546.44
854000165,234350.47
5536100010,701512.0
4188000670,809318.9
31000165,1324288.9
662350050,890169.44
4137000280,296196.47
6169901130,995178.56
1953400510,248608.19
7518506716,969188.06
1552520010,364482.03
7955080270,318413.47
9212900100,536816.1
3438500798,318542.25
7899800890,233690.97
4319200605,472893.9
1329300480,352927.3
8935100100,783155.5
5016001260,460653.4
4337600280,305113.62
1446401220,183212.3
7135521530,613983.2
6888900115,245565.16
2413301070,299018.75
345700040,242906.6
5566100145,403486.9
7634800070,368799.22
9346910500,606500.25
3529300060,314419.16
8128600060,1094024.5
8572900275,205213.8
4139420590,1580271.0
9274200322,560225.44
1472700200,615104.4
8820903380,488974.25
8563010130,884556.25
8965450110,816845.8
9274204230,486826.44
8165501700,373684.25
